,city,date,district,building state,main use,total floor number
12414,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,20
14502,新北市,2019-02-20,三重區,其他,,0
44553,高雄市,2019-02-20,岡山區,住宅大樓(11層含以上有電梯),住家用,15
2217,台北市,2019-02-20,文山區,華廈(10層含以下有電梯),住家用,7
16129,新北市,2019-02-20,三重區,住宅大樓(11層含以上有電梯),住家用,24
3592,台北市,2019-02-20,大同區,華廈(10層含以下有電梯),住家用,10
3593,台北市,2019-02-20,大同區,華廈(10層含以下有電梯),住家用,10
12412,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,20
12411,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,20
12410,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,20
44540,高雄市,2019-02-20,岡山區,透天厝,住商用,4
1340,台北市,2019-02-20,內湖區,其他,,0
32983,台中市,2019-02-20,梧棲區,住宅大樓(11層含以上有電梯),見其他登記事項,15
33692,台中市,2019-02-20,南屯區,其他,,0
12409,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,20
34890,台中市,2019-02-20,霧峰區,其他,,0
12056,新北市,2019-02-20,新店區,華廈(10層含以下有電梯),住家用,8
12413,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,20
14081,新北市,2019-02-20,汐止區,華廈(10層含以下有電梯),住家用,8
35167,台中市,2019-02-20,神岡區,其他,,0
14056,新北市,2019-02-20,三重區,住宅大樓(11層含以上有電梯),見其他登記事項,15
46903,高雄市,2019-02-20,燕巢區,公寓(5樓含以下無電梯),住家用,5
33005,台中市,2019-02-20,清水區,其他,,0
43487,高雄市,2019-02-20,三民區,住宅大樓(11層含以上有電梯),見其它登記事項,15
31929,台中市,2019-02-20,龍井區,透天厝,見其他登記事項,4
33612,台中市,2019-02-20,北屯區,住宅大樓(11層含以上有電梯),見其他登記事項,14
2174,台北市,2019-02-20,內湖區,套房(1房1廳1衛),住家用,6
44595,高雄市,2019-02-20,楠梓區,華廈(10層含以下有電梯),住家用,7
11919,新北市,2019-02-20,三峽區,套房(1房1廳1衛),住家用,13
11925,新北市,2019-02-20,鶯歌區,其他,,0
31909,台中市,2019-02-20,太平區,住宅大樓(11層含以上有電梯),見其他登記事項,15
35225,台中市,2019-02-20,霧峰區,其他,,0
11944,新北市,2019-02-20,永和區,套房(1房1廳1衛),住家用,7
35168,台中市,2019-02-20,豐原區,其他,,0
43485,高雄市,2019-02-20,三民區,住宅大樓(11層含以上有電梯),住家用,16
31902,台中市,2019-02-20,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,12
32988,台中市,2019-02-20,梧棲區,住宅大樓(11層含以上有電梯),見其他登記事項,15
33624,台中市,2019-02-20,北屯區,華廈(10層含以下有電梯),住家用,7
2432,台北市,2019-02-20,文山區,套房(1房1廳1衛),住家用,5
32987,台中市,2019-02-20,梧棲區,住宅大樓(11層含以上有電梯),見其他登記事項,15
32986,台中市,2019-02-20,梧棲區,住宅大樓(11層含以上有電梯),見其他登記事項,15
1876,台北市,2019-02-20,士林區,透天厝,住家用,2
13242,新北市,2019-02-20,中和區,其他,,0
33639,台中市,2019-02-20,北區,住宅大樓(11層含以上有電梯),見其他登記事項,14
44568,高雄市,2019-02-20,左營區,透天厝,住商用,5
12416,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,21
31335,台中市,2019-02-20,南屯區,其他,,0
2183,台北市,2019-02-20,內湖區,住宅大樓(11層含以上有電梯),住家用,13
12408,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,20
32982,台中市,2019-02-20,梧棲區,住宅大樓(11層含以上有電梯),見其他登記事項,15
12407,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,20
15295,新北市,2019-02-20,樹林區,其他,,0
12395,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,21
12394,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,21
12393,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,21
33802,台中市,2019-02-20,太平區,透天厝,住家用,2
14455,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,21
14454,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
14453,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
32653,台中市,2019-02-20,霧峰區,公寓(5樓含以下無電梯),見其他登記事項,4
14452,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,20
12392,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,21
12893,新北市,2019-02-20,蘆洲區,華廈(10層含以下有電梯),見其他登記事項,9
46408,高雄市,2019-02-20,鹽埕區,透天厝,住家用,4
14132,新北市,2019-02-20,新店區,店面(店鋪),見其他登記事項,5
12390,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
43422,高雄市,2019-02-20,岡山區,透天厝,住家用,3
12389,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,20
44491,高雄市,2019-02-20,三民區,套房(1房1廳1衛),住家用,11
12388,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,20
12759,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
31718,台中市,2019-02-20,北區,住宅大樓(11層含以上有電梯),住家用,14
32661,台中市,2019-02-20,大里區,其他,,0
15315,新北市,2019-02-20,三重區,公寓(5樓含以下無電梯),住家用,5
12387,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,20
12760,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
12386,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,20
12391,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
29981,台中市,2019-02-20,太平區,其他,,0
12758,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
31763,台中市,2019-02-20,中區,華廈(10層含以下有電梯),商業用,10
12406,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,20
12072,新北市,2019-02-20,土城區,住宅大樓(11層含以上有電梯),住家用,14
32981,台中市,2019-02-20,梧棲區,住宅大樓(11層含以上有電梯),見其他登記事項,15
13514,新北市,2019-02-20,中和區,套房(1房1廳1衛),見其他登記事項,15
12405,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
31042,台中市,2019-02-20,東區,華廈(10層含以下有電梯),住家用,7
12404,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
12403,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
12402,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,21
34762,台中市,2019-02-20,后里區,透天厝,見其他登記事項,3
32980,台中市,2019-02-20,梧棲區,住宅大樓(11層含以上有電梯),見其他登記事項,15
32979,台中市,2019-02-20,梧棲區,住宅大樓(11層含以上有電梯),見其他登記事項,15
2267,台北市,2019-02-20,大安區,其他,,0
12401,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,21
32978,台中市,2019-02-20,梧棲區,住宅大樓(11層含以上有電梯),見其他登記事項,15
12400,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,21
12399,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,21
12398,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,21
3637,台北市,2019-02-20,中山區,公寓(5樓含以下無電梯),住家用,4
12397,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,21
12396,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,21
31792,台中市,2019-02-20,北屯區,住宅大樓(11層含以上有電梯),住家用,14
12756,新北市,2019-02-20,樹林區,公寓(5樓含以下無電梯),住家用,5
26493,桃園市,2019-02-20,桃園區,住宅大樓(11層含以上有電梯),見其他登記事項,14
14477,新北市,2019-02-20,中和區,公寓(5樓含以下無電梯),住家用,5
33793,台中市,2019-02-20,太平區,公寓(5樓含以下無電梯),住家用,5
12757,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
14451,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,20
14820,新北市,2019-02-20,新店區,住宅大樓(11層含以上有電梯),見其他登記事項,29
42518,高雄市,2019-02-20,楠梓區,住宅大樓(11層含以上有電梯),住家用,15
10559,新北市,2019-02-20,八里區,其他,,0
2904,台北市,2019-02-20,中正區,華廈(10層含以下有電梯),住家用,7
11116,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,21
23412,桃園市,2019-02-20,龍潭區,住宅大樓(11層含以上有電梯),見其他登記事項,14
42408,高雄市,2019-02-20,左營區,住宅大樓(11層含以上有電梯),住家用,15
11117,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,21
24886,桃園市,2019-02-20,桃園區,廠辦,見其他登記事項,6
11118,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,21
2665,台北市,2019-02-20,信義區,套房(1房1廳1衛),住家用,5
11119,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
11120,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
11121,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
11122,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
11123,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
40243,高雄市,2019-02-20,甲仙區,透天厝,住商用,2
10141,新北市,2019-02-20,新莊區,住宅大樓(11層含以上有電梯),見其他登記事項,22
11124,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
11125,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
23857,桃園市,2019-02-20,中壢區,公寓(5樓含以下無電梯),住家用,5
11126,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
45710,高雄市,2019-02-20,彌陀區,其他,,0
11114,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,21
11110,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
5122,台北市,2019-02-20,中正區,辦公商業大樓,商業用,12
11111,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
21555,桃園市,2019-02-20,龜山區,透天厝,住家用,2
8643,新北市,2019-02-20,三重區,公寓(5樓含以下無電梯),商業用,4
21678,桃園市,2019-02-20,楊梅區,其他,,0
22645,桃園市,2019-02-20,蘆竹區,住宅大樓(11層含以上有電梯),住家用,13
8737,新北市,2019-02-20,新店區,透天厝,商業用,1
3206,台北市,2019-02-20,大同區,華廈(10層含以下有電梯),住家用,8
11112,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
22331,桃園市,2019-02-20,大溪區,透天厝,住家用,1
10126,新北市,2019-02-20,新莊區,住宅大樓(11層含以上有電梯),見其他登記事項,14
11113,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
21913,桃園市,2019-02-20,桃園區,住宅大樓(11層含以上有電梯),住家用,14
41014,高雄市,2019-02-20,前金區,住宅大樓(11層含以上有電梯),住家用,12
40213,高雄市,2019-02-20,六龜區,其他,,0
48339,高雄市,2019-02-20,林園區,其他,,0
11115,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
10871,新北市,2019-02-20,新莊區,住宅大樓(11層含以上有電梯),見其他登記事項,17
18222,新北市,2019-02-20,淡水區,住宅大樓(11層含以上有電梯),住家用,23
11127,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,20
42246,高雄市,2019-02-20,小港區,公寓(5樓含以下無電梯),住家用,5
10792,新北市,2019-02-20,板橋區,華廈(10層含以下有電梯),住家用,5
23958,桃園市,2019-02-20,觀音區,其他,,0
22723,桃園市,2019-02-20,桃園區,住宅大樓(11層含以上有電梯),住家用,13
21882,桃園市,2019-02-20,中壢區,其他,,0
22727,桃園市,2019-02-20,中壢區,套房(1房1廳1衛),住家用,22
22729,桃園市,2019-02-20,龜山區,公寓(5樓含以下無電梯),住家用,4
21508,桃園市,2019-02-20,平鎮區,透天厝,住家用,2
22272,桃園市,2019-02-20,中壢區,透天厝,見其他登記事項,4
41184,高雄市,2019-02-20,大寮區,透天厝,見其他登記事項,4
21880,桃園市,2019-02-20,中壢區,其他,,0
23225,桃園市,2019-02-20,桃園區,住宅大樓(11層含以上有電梯),住家用,20
10278,新北市,2019-02-20,淡水區,華廈(10層含以下有電梯),住家用,10
10279,新北市,2019-02-20,淡水區,其他,,0
22740,桃園市,2019-02-20,平鎮區,住宅大樓(11層含以上有電梯),住家用,16
24363,桃園市,2019-02-20,中壢區,透天厝,住家用,2
41193,高雄市,2019-02-20,楠梓區,透天厝,,4
8990,新北市,2019-02-20,新店區,其他,,0
11139,新北市,2019-02-20,中和區,廠辦,見其他登記事項,8
42250,高雄市,2019-02-20,小港區,住宅大樓(11層含以上有電梯),住家用,18
40611,高雄市,2019-02-20,梓官區,透天厝,住家用,3
11128,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
11129,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
40263,高雄市,2019-02-20,仁武區,住宅大樓(11層含以上有電梯),住家用,12
20655,桃園市,2019-02-20,龜山區,套房(1房1廳1衛),住家用,7
11130,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
2637,台北市,2019-02-20,大安區,住宅大樓(11層含以上有電梯),住家用,12
11131,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
11132,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
40992,高雄市,2019-02-20,小港區,其他,,0
11133,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
11134,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
11135,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,21
22302,桃園市,2019-02-20,楊梅區,透天厝,住家用,3
11136,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,21
11137,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,21
10819,新北市,2019-02-20,土城區,住宅大樓(11層含以上有電梯),見其他登記事項,26
11138,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,21
40293,高雄市,2019-02-20,仁武區,透天厝,見其他登記事項,4
10216,新北市,2019-02-20,中和區,住宅大樓(11層含以上有電梯),見其他登記事項,19
47981,高雄市,2019-02-20,苓雅區,住宅大樓(11層含以上有電梯),見其他登記事項,15
11109,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
11107,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
22464,桃園市,2019-02-20,新屋區,透天厝,見其他登記事項,5
8388,新北市,2019-02-20,汐止區,住宅大樓(11層含以上有電梯),住家用,32
11064,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
11065,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
11066,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
11067,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
11068,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
42313,高雄市,2019-02-20,大寮區,透天厝,見其他登記事項,4
9984,新北市,2019-02-20,蘆洲區,公寓(5樓含以下無電梯),住家用,4
40831,高雄市,2019-02-20,鳥松區,套房(1房1廳1衛),住家用,7
8395,新北市,2019-02-20,板橋區,其他,,0
45147,高雄市,2019-02-20,六龜區,其他,,0
11069,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
9727,新北市,2019-02-20,新莊區,公寓(5樓含以下無電梯),住家用,4
11070,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
11071,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
22428,桃園市,2019-02-20,平鎮區,透天厝,住家用,2
42296,高雄市,2019-02-20,三民區,透天厝,,2
23717,桃園市,2019-02-20,大溪區,透天厝,住商用,3
3086,台北市,2019-02-20,信義區,公寓(5樓含以下無電梯),住家用,4
21000,桃園市,2019-02-20,龍潭區,華廈(10層含以下有電梯),見其他登記事項,6
40874,高雄市,2019-02-20,大寮區,其他,,0
2794,台北市,2019-02-20,大安區,華廈(10層含以下有電梯),住家用,7
22487,桃園市,2019-02-20,中壢區,住宅大樓(11層含以上有電梯),住家用,15
21958,桃園市,2019-02-20,桃園區,住宅大樓(11層含以上有電梯),住家用,17
40891,高雄市,2019-02-20,岡山區,透天厝,住商用,3
40866,高雄市,2019-02-20,鹽埕區,其他,,0
23562,桃園市,2019-02-20,中壢區,住宅大樓(11層含以上有電梯),住家用,12
22506,桃園市,2019-02-20,中壢區,住宅大樓(11層含以上有電梯),見其他登記事項,15
21952,桃園市,2019-02-20,桃園區,其他,,0
21951,桃園市,2019-02-20,桃園區,其他,,0
23617,桃園市,2019-02-20,大園區,住宅大樓(11層含以上有電梯),住家用,11
23625,桃園市,2019-02-20,桃園區,住宅大樓(11層含以上有電梯),住家用,13
21602,桃園市,2019-02-20,中壢區,套房(1房1廳1衛),見其他登記事項,20
21643,桃園市,2019-02-20,桃園區,華廈(10層含以下有電梯),住家用,9
9864,新北市,2019-02-20,中和區,其他,,0
24726,桃園市,2019-02-20,楊梅區,住宅大樓(11層含以上有電梯),住家用,15
48020,高雄市,2019-02-20,三民區,住宅大樓(11層含以上有電梯),見其它登記事項,14
9824,新北市,2019-02-20,中和區,住宅大樓(11層含以上有電梯),見其他登記事項,11
40932,高雄市,2019-02-20,岡山區,其他,,0
40933,高雄市,2019-02-20,岡山區,其他,,0
23497,桃園市,2019-02-20,八德區,其他,,0
11100,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,20
48791,高雄市,2019-02-20,左營區,住宅大樓(11層含以上有電梯),見其它登記事項,28
11101,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,20
22613,桃園市,2019-02-20,楊梅區,公寓(5樓含以下無電梯),住家用,5
11102,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,20
11103,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,20
21558,桃園市,2019-02-20,平鎮區,透天厝,住家用,2
22367,桃園市,2019-02-20,平鎮區,店面(店鋪),見其他登記事項,14
40749,高雄市,2019-02-20,三民區,公寓(5樓含以下無電梯),,4
21557,桃園市,2019-02-20,龜山區,住宅大樓(11層含以上有電梯),住家用,15
5227,台北市,2019-02-20,中山區,住宅大樓(11層含以上有電梯),商業用,12
48292,高雄市,2019-02-20,苓雅區,住宅大樓(11層含以上有電梯),見其他登記事項,15
11104,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
40748,高雄市,2019-02-20,三民區,公寓(5樓含以下無電梯),,4
40983,高雄市,2019-02-20,三民區,住宅大樓(11層含以上有電梯),住家用,19
11105,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
11106,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
42402,高雄市,2019-02-20,左營區,住宅大樓(11層含以上有電梯),住家用,11
21562,桃園市,2019-02-20,平鎮區,住宅大樓(11層含以上有電梯),住家用,13
21568,桃園市,2019-02-20,八德區,透天厝,住家用,2
10070,新北市,2019-02-20,土城區,公寓(5樓含以下無電梯),住家用,5
44879,高雄市,2019-02-20,鳳山區,住宅大樓(11層含以上有電梯),見其他登記事項,13
45183,高雄市,2019-02-20,苓雅區,住宅大樓(11層含以上有電梯),,12
23495,桃園市,2019-02-20,蘆竹區,其他,,0
20305,桃園市,2019-02-20,龍潭區,其他,,0
21311,桃園市,2019-02-20,中壢區,套房(1房1廳1衛),住家用,7
11097,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
23744,桃園市,2019-02-20,中壢區,透天厝,住商用,2
10935,新北市,2019-02-20,三重區,住宅大樓(11層含以上有電梯),住家用,12
11108,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
21575,桃園市,2019-02-20,蘆竹區,透天厝,住商用,2
11098,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
41720,高雄市,2019-02-20,鳥松區,住宅大樓(11層含以上有電梯),見其他登記事項,15
40762,高雄市,2019-02-20,楠梓區,其他,,0
41716,高雄市,2019-02-20,鳥松區,透天厝,住工用,4
22599,桃園市,2019-02-20,中壢區,透天厝,見其他登記事項,4
41708,高雄市,2019-02-20,阿蓮區,其他,,0
10923,新北市,2019-02-20,三重區,公寓(5樓含以下無電梯),住家用,5
11099,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),見其他登記事項,22
8617,新北市,2019-02-20,石門區,其他,,0
21395,桃園市,2019-02-20,桃園區,住宅大樓(11層含以上有電梯),住家用,26
9906,新北市,2019-02-20,板橋區,住宅大樓(11層含以上有電梯),工業用,13
40500,高雄市,2019-02-20,大樹區,其他,,0
25374,桃園市,2019-02-20,觀音區,透天厝,住家用,3
22921,桃園市,2019-02-20,中壢區,住宅大樓(11層含以上有電梯),住家用,11
9079,新北市,2019-02-20,新莊區,其他,,0
22211,桃園市,2019-02-20,觀音區,華廈(10層含以下有電梯),住家用,6
22076,桃園市,2019-02-20,桃園區,住宅大樓(11層含以上有電梯),見其他登記事項,13
22774,桃園市,2019-02-20,大園區,透天厝,住家用,4
41543,高雄市,2019-02-20,鳳山區,住宅大樓(11層含以上有電梯),見其他登記事項,15
9078,新北市,2019-02-20,新莊區,其他,,0
42419,高雄市,2019-02-20,鳳山區,住宅大樓(11層含以上有電梯),見其他登記事項,28
41321,高雄市,2019-02-20,鳳山區,公寓(5樓含以下無電梯),見其他登記事項,5
9077,新北市,2019-02-20,新莊區,其他,,0
25815,桃園市,2019-02-20,楊梅區,透天厝,見其他登記事項,5
40488,高雄市,2019-02-20,岡山區,透天厝,住家用,2
21174,桃園市,2019-02-20,龍潭區,透天厝,住家用,2
22902,桃園市,2019-02-20,中壢區,其他,,0
10596,新北市,2019-02-20,中和區,公寓(5樓含以下無電梯),住家用,5
3276,台北市,2019-02-20,士林區,華廈(10層含以下有電梯),住家用,5
20839,桃園市,2019-02-20,桃園區,住宅大樓(11層含以上有電梯),住家用,14
10714,新北市,2019-02-20,淡水區,住宅大樓(11層含以上有電梯),住家用,17
40436,高雄市,2019-02-20,三民區,透天厝,,2
41506,高雄市,2019-02-20,前鎮區,住宅大樓(11層含以上有電梯),住家用,15
22104,桃園市,2019-02-20,楊梅區,其他,,0
40439,高雄市,2019-02-20,三民區,住宅大樓(11層含以上有電梯),住家用,22
25067,桃園市,2019-02-20,龍潭區,其他,,0
20483,桃園市,2019-02-20,平鎮區,透天厝,住家用,2
45288,高雄市,2019-02-20,左營區,透天厝,見其它登記事項,18
2755,台北市,2019-02-20,信義區,華廈(10層含以下有電梯),住家用,7
24038,桃園市,2019-02-20,中壢區,其他,,0
22051,桃園市,2019-02-20,平鎮區,透天厝,住家用,2
20909,桃園市,2019-02-20,平鎮區,其他,,0
48991,高雄市,2019-02-20,鼓山區,住宅大樓(11層含以上有電梯),見其它登記事項,28
41952,高雄市,2019-02-20,三民區,華廈(10層含以下有電梯),住家用,9
21488,桃園市,2019-02-20,大園區,透天厝,住商用,2
21489,桃園市,2019-02-20,蘆竹區,廠辦,見其他登記事項,14
20432,桃園市,2019-02-20,平鎮區,住宅大樓(11層含以上有電梯),住家用,12
2553,台北市,2019-02-20,中山區,華廈(10層含以下有電梯),住家用,8
10427,新北市,2019-02-20,林口區,其他,,0
10666,新北市,2019-02-20,三重區,公寓(5樓含以下無電梯),住家用,4
45269,高雄市,2019-02-20,梓官區,其他,,0
22960,桃園市,2019-02-20,龍潭區,其他,,0
2697,台北市,2019-02-20,文山區,其他,,0
21412,桃園市,2019-02-20,中壢區,華廈(10層含以下有電梯),住家用,7
42360,高雄市,2019-02-20,苓雅區,透天厝,住家用,3
41946,高雄市,2019-02-20,小港區,透天厝,住家用,4
22956,桃園市,2019-02-20,大溪區,住宅大樓(11層含以上有電梯),見其他登記事項,21
41540,高雄市,2019-02-20,左營區,透天厝,,3
19791,桃園市,2019-02-20,八德區,其他,,0
45518,高雄市,2019-02-20,苓雅區,公寓(5樓含以下無電梯),商業用,5
3307,台北市,2019-02-20,中山區,套房(1房1廳1衛),商業用,12
42023,高雄市,2019-02-20,仁武區,透天厝,住家用,4
4454,台北市,2019-02-20,信義區,公寓(5樓含以下無電梯),住家用,5
41400,高雄市,2019-02-20,苓雅區,住宅大樓(11層含以上有電梯),見其他登記事項,29
40376,高雄市,2019-02-20,苓雅區,套房(1房1廳1衛),住家用,12
41510,高雄市,2019-02-20,小港區,公寓(5樓含以下無電梯),住家用,4
20583,桃園市,2019-02-20,中壢區,透天厝,住商用,2
4468,台北市,2019-02-20,北投區,華廈(10層含以下有電梯),住家用,9
9289,新北市,2019-02-20,土城區,其他,,0
41381,高雄市,2019-02-20,前鎮區,透天厝,住家用,2
10583,新北市,2019-02-20,樹林區,住宅大樓(11層含以上有電梯),住家用,13
21779,桃園市,2019-02-20,中壢區,透天厝,見其他登記事項,3
41500,高雄市,2019-02-20,苓雅區,其他,,0
9473,新北市,2019-02-20,板橋區,套房(1房1廳1衛),住家用,13
41476,高雄市,2019-02-20,鹽埕區,住宅大樓(11層含以上有電梯),見其它登記事項,15
44820,高雄市,2019-02-20,苓雅區,華廈(10層含以下有電梯),,7
9480,新北市,2019-02-20,泰山區,其他,,0
40316,高雄市,2019-02-20,旗山區,透天厝,住家用,2
9058,新北市,2019-02-20,中和區,住宅大樓(11層含以上有電梯),住家用,26
48485,高雄市,2019-02-20,橋頭區,其他,,0
22848,桃園市,2019-02-20,桃園區,其他,,0
2614,台北市,2019-02-20,士林區,套房(1房1廳1衛),見其他登記事項,13
11223,新北市,2019-02-20,汐止區,住宅大樓(11層含以上有電梯),住家用,25
40588,高雄市,2019-02-20,鳳山區,套房(1房1廳1衛),住家用,8
3393,台北市,2019-02-20,中正區,公寓(5樓含以下無電梯),住家用,4
48484,高雄市,2019-02-20,橋頭區,其他,,0
21125,桃園市,2019-02-20,大園區,住宅大樓(11層含以上有電梯),住家用,26
5252,台北市,2019-02-20,北投區,華廈(10層含以下有電梯),住家用,10
40327,高雄市,2019-02-20,彌陀區,其他,,0
42362,高雄市,2019-02-20,苓雅區,住宅大樓(11層含以上有電梯),住家用,14
9076,新北市,2019-02-20,新莊區,其他,,0
9075,新北市,2019-02-20,新莊區,其他,,0
40326,高雄市,2019-02-20,彌陀區,其他,,0
