,city,date,district,building state,main use,total floor number
36009,台中市,2018-11-12,大里區,其他,,0
35986,台中市,2018-11-12,大里區,其他,,0
29204,台中市,2018-11-12,西屯區,住宅大樓(11層含以上有電梯),住家用,26
36094,台中市,2018-11-12,大里區,其他,,0
40716,高雄市,2018-11-12,小港區,住宅大樓(11層含以上有電梯),見其它登記事項,15
13460,新北市,2018-11-12,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,14
27682,台中市,2018-11-12,霧峰區,透天厝,見其他登記事項,5
7568,新北市,2018-11-12,汐止區,住宅大樓(11層含以上有電梯),住家用,14
29458,台中市,2018-11-12,太平區,華廈(10層含以下有電梯),住家用,10
6955,新北市,2018-11-12,土城區,住宅大樓(11層含以上有電梯),見其他登記事項,25
29506,台中市,2018-11-12,西屯區,住宅大樓(11層含以上有電梯),住家用,14
35707,台中市,2018-11-12,大里區,其他,,0
31250,台中市,2018-11-12,大肚區,其他,,0
20617,桃園市,2018-11-12,楊梅區,其他,,0
29514,台中市,2018-11-12,西屯區,其他,,0
31799,台中市,2018-11-12,北區,住宅大樓(11層含以上有電梯),住家用,15
36097,台中市,2018-11-12,大里區,其他,,0
44833,高雄市,2018-11-12,苓雅區,其他,,0
36096,台中市,2018-11-12,大里區,其他,,0
46640,高雄市,2018-11-12,路竹區,其他,,0
36095,台中市,2018-11-12,大里區,其他,,0
29704,台中市,2018-11-12,太平區,住宅大樓(11層含以上有電梯),見其他登記事項,15
35713,台中市,2018-11-12,大里區,其他,,0
25130,桃園市,2018-11-13,蘆竹區,其他,,0
19022,桃園市,2018-11-13,楊梅區,透天厝,見其他登記事項,4
19021,桃園市,2018-11-13,楊梅區,透天厝,見其他登記事項,4
3649,台北市,2018-11-13,內湖區,其他,,0
35715,台中市,2018-11-13,大里區,其他,,0
15509,新北市,2018-11-13,土城區,華廈(10層含以下有電梯),見其他登記事項,10
19807,桃園市,2018-11-13,蘆竹區,公寓(5樓含以下無電梯),見其他登記事項,5
29511,台中市,2018-11-13,南屯區,其他,,0
5837,新北市,2018-11-13,淡水區,住宅大樓(11層含以上有電梯),住家用,11
33076,台中市,2018-11-13,霧峰區,透天厝,見其他登記事項,2
29822,台中市,2018-11-13,東區,其他,見其他登記事項,3
31837,台中市,2018-11-13,西屯區,住宅大樓(11層含以上有電梯),見其他登記事項,32
35708,台中市,2018-11-13,大里區,其他,,0
31332,台中市,2018-11-13,后里區,住宅大樓(11層含以上有電梯),見其他登記事項,12
7611,新北市,2018-11-13,貢寮區,其他,,0
30599,台中市,2018-11-13,潭子區,其他,,0
38999,高雄市,2018-11-13,楠梓區,住宅大樓(11層含以上有電梯),見其它登記事項,19
8139,新北市,2018-11-13,汐止區,公寓(5樓含以下無電梯),住家用,4
39150,高雄市,2018-11-13,苓雅區,住宅大樓(11層含以上有電梯),見其他登記事項,15
40522,高雄市,2018-11-13,路竹區,其他,,0
43004,高雄市,2018-11-13,橋頭區,住宅大樓(11層含以上有電梯),見其他登記事項,24
5975,新北市,2018-11-13,淡水區,住宅大樓(11層含以上有電梯),住家用,11
9210,新北市,2018-11-13,淡水區,住宅大樓(11層含以上有電梯),住家用,19
31226,台中市,2018-11-13,太平區,其他,,0
36010,台中市,2018-11-13,大里區,其他,,0
6000,新北市,2018-11-13,淡水區,住宅大樓(11層含以上有電梯),住家用,11
205,台北市,2018-11-13,松山區,住宅大樓(11層含以上有電梯),見其他登記事項,12
31255,台中市,2018-11-13,太平區,透天厝,見其他登記事項,4
13197,新北市,2018-11-13,中和區,住宅大樓(11層含以上有電梯),見其他登記事項,14
22026,桃園市,2018-11-13,大園區,其他,,0
39092,高雄市,2018-11-13,鳳山區,住宅大樓(11層含以上有電梯),見其他登記事項,15
29737,台中市,2018-11-14,大安區,其他,,0
30203,台中市,2018-11-14,潭子區,住宅大樓(11層含以上有電梯),見其他登記事項,15
38572,高雄市,2018-11-14,楠梓區,其他,,0
1380,台北市,2018-11-14,內湖區,華廈(10層含以下有電梯),住家用,9
14636,新北市,2018-11-14,板橋區,住宅大樓(11層含以上有電梯),見其他登記事項,20
783,台北市,2018-11-14,信義區,其他,見使用執照,17
784,台北市,2018-11-14,信義區,住宅大樓(11層含以上有電梯),住家用,17
785,台北市,2018-11-14,信義區,住宅大樓(11層含以上有電梯),住家用,17
32960,台中市,2018-11-14,南屯區,住宅大樓(11層含以上有電梯),見其他登記事項,17
32961,台中市,2018-11-14,南屯區,住宅大樓(11層含以上有電梯),見其他登記事項,17
56,台北市,2018-11-14,士林區,住宅大樓(11層含以上有電梯),住家用,18
475,台北市,2018-11-14,中正區,華廈(10層含以下有電梯),住家用,7
33001,台中市,2018-11-14,清水區,其他,,0
40757,高雄市,2018-11-14,楠梓區,透天厝,住商用,3
43023,高雄市,2018-11-14,橋頭區,透天厝,住家用,3
18547,新北市,2018-11-14,土城區,住宅大樓(11層含以上有電梯),見其他登記事項,12
41741,高雄市,2018-11-14,左營區,其他,,0
24933,桃園市,2018-11-14,楊梅區,套房(1房1廳1衛),見其他登記事項,7
45734,高雄市,2018-11-14,仁武區,透天厝,見其他登記事項,4
9747,新北市,2018-11-14,深坑區,住宅大樓(11層含以上有電梯),見其他登記事項,16
11168,新北市,2018-11-14,淡水區,住宅大樓(11層含以上有電梯),住家用,14
33000,台中市,2018-11-14,清水區,其他,,0
23011,桃園市,2018-11-14,龜山區,住宅大樓(11層含以上有電梯),住家用,11
12841,新北市,2018-11-14,永和區,住宅大樓(11層含以上有電梯),住家用,28
39001,高雄市,2018-11-14,楠梓區,住宅大樓(11層含以上有電梯),見其它登記事項,19
42184,高雄市,2018-11-14,湖內區,其他,,0
35627,台中市,2018-11-15,大雅區,其他,見其他登記事項,1
40063,高雄市,2018-11-15,三民區,店面(店鋪),見其它登記事項,15
5946,新北市,2018-11-15,中和區,住宅大樓(11層含以上有電梯),見其他登記事項,14
40059,高雄市,2018-11-15,三民區,店面(店鋪),見其它登記事項,15
36093,台中市,2018-11-15,大里區,其他,,0
39332,高雄市,2018-11-15,桃源區,其他,,0
14799,新北市,2018-11-15,板橋區,住宅大樓(11層含以上有電梯),住家用,31
37219,台中市,2018-11-15,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
665,台北市,2018-11-15,萬華區,住宅大樓(11層含以上有電梯),住家用,14
39428,高雄市,2018-11-15,岡山區,透天厝,住商用,2
23156,桃園市,2018-11-15,楊梅區,華廈(10層含以下有電梯),見其他登記事項,7
1690,台北市,2018-11-15,大安區,華廈(10層含以下有電梯),住家用,7
6237,新北市,2018-11-15,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,15
12314,新北市,2018-11-15,淡水區,華廈(10層含以下有電梯),住家用,6
35718,台中市,2018-11-15,大里區,其他,,0
14921,新北市,2018-11-15,三峽區,華廈(10層含以下有電梯),見其他登記事項,10
29399,台中市,2018-11-15,大里區,其他,,0
22006,桃園市,2018-11-15,楊梅區,套房(1房1廳1衛),見其他登記事項,7
7691,新北市,2018-11-15,三重區,住宅大樓(11層含以上有電梯),住家用,14
35719,台中市,2018-11-15,大里區,其他,,0
18868,桃園市,2018-11-15,楊梅區,住宅大樓(11層含以上有電梯),住家用,12
33197,台中市,2018-11-15,西屯區,其他,,0
40111,高雄市,2018-11-15,鼓山區,公寓(5樓含以下無電梯),,5
14074,新北市,2018-11-15,淡水區,其他,,0
6190,新北市,2018-11-15,板橋區,公寓(5樓含以下無電梯),住家用,4
11454,新北市,2018-11-15,三峽區,透天厝,住商用,5
33201,台中市,2018-11-15,南屯區,透天厝,住商用,3
5900,新北市,2018-11-15,中和區,辦公商業大樓,見其他登記事項,18
20442,桃園市,2018-11-15,龜山區,其他,,0
6883,新北市,2018-11-15,新莊區,公寓(5樓含以下無電梯),住家用,5
47844,高雄市,2018-11-15,大樹區,其他,,0
30313,台中市,2018-11-15,豐原區,透天厝,住家用,2
24110,桃園市,2018-11-15,中壢區,住宅大樓(11層含以上有電梯),見其他登記事項,15
36016,台中市,2018-11-15,大里區,其他,,0
38077,台中市,2018-11-15,沙鹿區,透天厝,見其他登記事項,4
39624,高雄市,2018-11-16,楠梓區,住宅大樓(11層含以上有電梯),見其它登記事項,23
43899,高雄市,2018-11-16,小港區,住宅大樓(11層含以上有電梯),見其它登記事項,15
2561,台北市,2018-11-16,中山區,華廈(10層含以下有電梯),商業用,10
32001,台中市,2018-11-16,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,22
43898,高雄市,2018-11-16,小港區,住宅大樓(11層含以上有電梯),見其它登記事項,15
29545,台中市,2018-11-16,北屯區,住宅大樓(11層含以上有電梯),住家用,14
27658,台中市,2018-11-16,太平區,住宅大樓(11層含以上有電梯),見其他登記事項,15
7765,新北市,2018-11-16,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
29021,台中市,2018-11-16,北屯區,住宅大樓(11層含以上有電梯),住家用,14
365,台北市,2018-11-16,士林區,住宅大樓(11層含以上有電梯),住家用,14
28852,台中市,2018-11-16,神岡區,其他,,0
28837,台中市,2018-11-16,大甲區,其他,,0
30300,台中市,2018-11-16,沙鹿區,透天厝,見其他登記事項,3
3727,台北市,2018-11-16,萬華區,套房(1房1廳1衛),住家用,26
19380,桃園市,2018-11-16,楊梅區,住宅大樓(11層含以上有電梯),見其他登記事項,15
6507,新北市,2018-11-16,板橋區,華廈(10層含以下有電梯),住家用,7
28417,台中市,2018-11-16,北屯區,其他,,0
16889,新北市,2018-11-16,林口區,住宅大樓(11層含以上有電梯),住家用,17
46295,高雄市,2018-11-16,小港區,住宅大樓(11層含以上有電梯),見其它登記事項,15
7025,新北市,2018-11-16,新莊區,住宅大樓(11層含以上有電梯),見其他登記事項,17
46158,高雄市,2018-11-16,岡山區,其他,,0
27722,台中市,2018-11-16,南屯區,住宅大樓(11層含以上有電梯),住家用,14
23516,桃園市,2018-11-16,平鎮區,華廈(10層含以下有電梯),住家用,5
557,台北市,2018-11-16,士林區,其他,見使用執照,14
3466,台北市,2018-11-16,信義區,住宅大樓(11層含以上有電梯),見其他登記事項,22
21215,桃園市,2018-11-16,龜山區,住宅大樓(11層含以上有電梯),住家用,11
7505,新北市,2018-11-16,淡水區,住宅大樓(11層含以上有電梯),住家用,20
37639,台中市,2018-11-16,南屯區,其他,,0
7377,新北市,2018-11-16,五股區,廠辦,見其他登記事項,3
12828,新北市,2018-11-16,三重區,華廈(10層含以下有電梯),見其他登記事項,10
330,台北市,2018-11-16,松山區,華廈(10層含以下有電梯),住家用,6
36165,台中市,2018-11-16,南屯區,其他,,0
36167,台中市,2018-11-16,南屯區,其他,,0
19980,桃園市,2018-11-16,大園區,其他,見其他登記事項,2
35714,台中市,2018-11-16,大里區,其他,,0
7435,新北市,2018-11-16,新莊區,其他,,0
37182,台中市,2018-11-16,神岡區,工廠,工業用,1
36015,台中市,2018-11-16,大里區,其他,,0
27864,台中市,2018-11-17,太平區,華廈(10層含以下有電梯),見其他登記事項,7
2444,台北市,2018-11-17,北投區,公寓(5樓含以下無電梯),住家用,5
40350,高雄市,2018-11-17,三民區,住宅大樓(11層含以上有電梯),見其它登記事項,13
7916,新北市,2018-11-17,新莊區,住宅大樓(11層含以上有電梯),見其他登記事項,18
213,台北市,2018-11-17,中正區,華廈(10層含以下有電梯),住家用,7
34440,台中市,2018-11-17,沙鹿區,透天厝,見其他登記事項,2
6071,新北市,2018-11-17,淡水區,住宅大樓(11層含以上有電梯),住家用,21
23044,桃園市,2018-11-17,龜山區,華廈(10層含以下有電梯),住家用,10
20556,桃園市,2018-11-17,桃園區,住宅大樓(11層含以上有電梯),住家用,15
11833,新北市,2018-11-17,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,19
21167,桃園市,2018-11-17,龜山區,住宅大樓(11層含以上有電梯),住家用,14
35298,台中市,2018-11-17,大里區,透天厝,住商用,3
20557,桃園市,2018-11-17,桃園區,住宅大樓(11層含以上有電梯),住家用,17
7917,新北市,2018-11-17,新莊區,住宅大樓(11層含以上有電梯),見其他登記事項,18
42196,高雄市,2018-11-17,鳳山區,住宅大樓(11層含以上有電梯),見其他登記事項,15
5595,新北市,2018-11-17,板橋區,華廈(10層含以下有電梯),住家用,9
2753,台北市,2018-11-17,信義區,其他,,0
27701,台中市,2018-11-18,沙鹿區,透天厝,住家用,2
19235,桃園市,2018-11-18,桃園區,其他,見其他登記事項,28
6078,新北市,2018-11-18,淡水區,住宅大樓(11層含以上有電梯),住家用,21
26442,桃園市,2018-11-18,大溪區,其他,,0
39594,高雄市,2018-11-18,三民區,住宅大樓(11層含以上有電梯),見其它登記事項,13
30288,台中市,2018-11-18,潭子區,住宅大樓(11層含以上有電梯),見其他登記事項,15
7372,新北市,2018-11-18,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,11
34048,台中市,2018-11-18,西屯區,其他,,0
26422,桃園市,2018-11-18,龜山區,華廈(10層含以下有電梯),住家用,10
42918,高雄市,2018-11-18,橋頭區,住宅大樓(11層含以上有電梯),見其他登記事項,24
33032,台中市,2018-11-18,清水區,其他,,0
7263,新北市,2018-11-18,中和區,華廈(10層含以下有電梯),住家用,7
127,台北市,2018-11-18,文山區,套房(1房1廳1衛),住家用,8
18572,桃園市,2018-11-18,大溪區,住宅大樓(11層含以上有電梯),見其他登記事項,15
23868,桃園市,2018-11-18,平鎮區,住宅大樓(11層含以上有電梯),住家用,15
42609,高雄市,2018-11-18,橋頭區,住宅大樓(11層含以上有電梯),見其他登記事項,24
1537,台北市,2018-11-18,大安區,套房(1房1廳1衛),住家用,12
7614,新北市,2018-11-18,土城區,透天厝,住家用,4
22172,桃園市,2018-11-18,龍潭區,其他,,0
8744,新北市,2018-11-18,新莊區,住宅大樓(11層含以上有電梯),住家用,13
10051,新北市,2018-11-18,板橋區,住宅大樓(11層含以上有電梯),見其他登記事項,15
36454,台中市,2018-11-18,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
6066,新北市,2018-11-18,淡水區,住宅大樓(11層含以上有電梯),住家用,21
232,台北市,2018-11-18,松山區,住宅大樓(11層含以上有電梯),見其他登記事項,14
24483,桃園市,2018-11-18,龜山區,住宅大樓(11層含以上有電梯),見其他登記事項,22
19335,桃園市,2018-11-18,楊梅區,住宅大樓(11層含以上有電梯),見其他登記事項,15
5850,新北市,2018-11-18,中和區,住宅大樓(11層含以上有電梯),住家用,14
19712,桃園市,2018-11-18,桃園區,透天厝,住家用,2
918,台北市,2018-11-18,萬華區,住宅大樓(11層含以上有電梯),住家用,12
8940,新北市,2018-11-18,板橋區,住宅大樓(11層含以上有電梯),見其他登記事項,20
14389,新北市,2018-11-19,土城區,華廈(10層含以下有電梯),住家用,7
28619,台中市,2018-11-19,西屯區,住宅大樓(11層含以上有電梯),見其他登記事項,22
27846,台中市,2018-11-19,東勢區,其他,,0
581,台北市,2018-11-19,士林區,華廈(10層含以下有電梯),住家用,7
6045,新北市,2018-11-19,淡水區,住宅大樓(11層含以上有電梯),住家用,11
18653,桃園市,2018-11-19,新屋區,其他,,0
5789,新北市,2018-11-19,淡水區,住宅大樓(11層含以上有電梯),住家用,11
36480,台中市,2018-11-19,大里區,其他,,0
7992,新北市,2018-11-19,永和區,公寓(5樓含以下無電梯),住家用,4
29773,台中市,2018-11-19,南屯區,其他,,0
6813,新北市,2018-11-19,淡水區,住宅大樓(11層含以上有電梯),住家用,11
40880,高雄市,2018-11-19,林園區,其他,,0
35720,台中市,2018-11-19,大里區,其他,,0
11837,新北市,2018-11-19,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,19
2112,台北市,2018-11-19,中山區,店面(店鋪),見其他登記事項,19
19227,桃園市,2018-11-19,桃園區,住宅大樓(11層含以上有電梯),住家用,19
39346,高雄市,2018-11-19,楠梓區,公寓(5樓含以下無電梯),見其它登記事項,4
29995,台中市,2018-11-19,大雅區,其他,,0
8757,新北市,2018-11-19,樹林區,其他,,0
1926,台北市,2018-11-19,士林區,其他,,0
